MedidasCCVStatusId,SensorCCVId,VehicleTypeId,Timestamp,Fluxo,Velocidade,EstadodeTrafego,OriginalTimestamp
892741593,10000029,5,2023-02-10 11:55:00,33,NULL,NULL,2023-02-10 11:55:00
892741594,10000029,6,2023-02-10 11:55:00,1,NULL,NULL,2023-02-10 11:55:00
892741592,10000029,4,2023-02-10 11:55:00,289,NULL,NULL,2023-02-10 11:55:00
892741591,10000029,3,2023-02-10 11:55:00,5,NULL,NULL,2023-02-10 11:55:00
892746415,10000029,5,2023-02-10 12:00:00,35,NULL,NULL,2023-02-10 12:00:00
892746414,10000029,4,2023-02-10 12:00:00,248,NULL,NULL,2023-02-10 12:00:00
892746413,10000029,3,2023-02-10 12:00:00,3,NULL,NULL,2023-02-10 12:00:00
892746416,10000029,6,2023-02-10 12:00:00,1,NULL,NULL,2023-02-10 12:00:00
892751906,10000029,6,2023-02-10 12:05:00,1,NULL,NULL,2023-02-10 12:05:00
892751905,10000029,5,2023-02-10 12:05:00,30,NULL,NULL,2023-02-10 12:05:00
892751904,10000029,4,2023-02-10 12:05:00,277,NULL,NULL,2023-02-10 12:05:00
892751903,10000029,3,2023-02-10 12:05:00,5,NULL,NULL,2023-02-10 12:05:00
892756355,10000029,6,2023-02-10 12:10:00,2,NULL,NULL,2023-02-10 12:10:00
892756352,10000029,5,2023-02-10 12:10:00,29,NULL,NULL,2023-02-10 12:10:00
892756350,10000029,4,2023-02-10 12:10:00,267,NULL,NULL,2023-02-10 12:10:00
892756348,10000029,3,2023-02-10 12:10:00,8,NULL,NULL,2023-02-10 12:10:00
892762485,10000029,6,2023-02-10 12:15:00,6,NULL,NULL,2023-02-10 12:15:00
892762482,10000029,3,2023-02-10 12:15:00,0,NULL,NULL,2023-02-10 12:15:00
892762483,10000029,4,2023-02-10 12:15:00,265,NULL,NULL,2023-02-10 12:15:00
892762484,10000029,5,2023-02-10 12:15:00,28,NULL,NULL,2023-02-10 12:15:00
892766541,10000029,3,2023-02-10 12:20:00,0,NULL,NULL,2023-02-10 12:20:00
892766543,10000029,5,2023-02-10 12:20:00,18,NULL,NULL,2023-02-10 12:20:00
892766544,10000029,6,2023-02-10 12:20:00,3,NULL,NULL,2023-02-10 12:20:00
892766542,10000029,4,2023-02-10 12:20:00,240,NULL,NULL,2023-02-10 12:20:00
892771948,10000029,3,2023-02-10 12:25:00,4,NULL,NULL,2023-02-10 12:25:00
892771950,10000029,4,2023-02-10 12:25:00,275,NULL,NULL,2023-02-10 12:25:00
892771952,10000029,5,2023-02-10 12:25:00,13,NULL,NULL,2023-02-10 12:25:00
892771954,10000029,6,2023-02-10 12:25:00,6,NULL,NULL,2023-02-10 12:25:00
892775954,10000029,3,2023-02-10 12:30:00,4,NULL,NULL,2023-02-10 12:30:00
892775956,10000029,5,2023-02-10 12:30:00,16,NULL,NULL,2023-02-10 12:30:00
892775955,10000029,4,2023-02-10 12:30:00,286,NULL,NULL,2023-02-10 12:30:00
892775957,10000029,6,2023-02-10 12:30:00,5,NULL,NULL,2023-02-10 12:30:00
892781240,10000029,6,2023-02-10 12:35:00,0,NULL,NULL,2023-02-10 12:35:00
892781239,10000029,5,2023-02-10 12:35:00,26,NULL,NULL,2023-02-10 12:35:00
892781238,10000029,4,2023-02-10 12:35:00,264,NULL,NULL,2023-02-10 12:35:00
892781237,10000029,3,2023-02-10 12:35:00,1,NULL,NULL,2023-02-10 12:35:00
892785155,10000029,6,2023-02-10 12:40:00,1,NULL,NULL,2023-02-10 12:40:00
892785154,10000029,5,2023-02-10 12:40:00,21,NULL,NULL,2023-02-10 12:40:00
892785152,10000029,3,2023-02-10 12:40:00,3,NULL,NULL,2023-02-10 12:40:00
892785153,10000029,4,2023-02-10 12:40:00,285,NULL,NULL,2023-02-10 12:40:00
892790861,10000029,3,2023-02-10 12:45:00,1,NULL,NULL,2023-02-10 12:45:00
892790862,10000029,4,2023-02-10 12:45:00,278,NULL,NULL,2023-02-10 12:45:00
892790864,10000029,6,2023-02-10 12:45:00,2,NULL,NULL,2023-02-10 12:45:00
892790863,10000029,5,2023-02-10 12:45:00,23,NULL,NULL,2023-02-10 12:45:00
892810186,10000029,3,2023-02-10 12:50:00,4,NULL,NULL,2023-02-10 12:50:00
892804900,10000029,6,2023-02-10 12:50:00,0,NULL,NULL,2023-02-10 12:50:00
892804899,10000029,4,2023-02-10 12:50:00,254,NULL,NULL,2023-02-10 12:50:00
892816488,10000029,5,2023-02-10 12:50:00,28,NULL,NULL,2023-02-10 12:50:00
892866247,10000029,3,2023-02-10 12:55:00,2,NULL,NULL,2023-02-10 12:55:00
892866248,10000029,4,2023-02-10 12:55:00,291,NULL,NULL,2023-02-10 12:55:00
892866249,10000029,5,2023-02-10 12:55:00,15,NULL,NULL,2023-02-10 12:55:00
892866250,10000029,6,2023-02-10 12:55:00,2,NULL,NULL,2023-02-10 12:55:00
